Player,Pos,Role,Guard,Wing,Big,Team_Signed_With,Age_At_Signing,Age_At_Start,Age_At_End,Median_Age,Peak_Age_Range,Far_From_Peak,Start,End,Yrs,C_Over,Value,AAV,Type,Max_Contract,Signed_Date,Contract Period,Avg_Salary_Cap,Avg_Luxury_Tax,Avg_1st_Apron,Avg_2nd_Apron,AAV / Salary Cap,AAV / Luxury Tax,AAV / 1st Apron,AAV / 2nd Apron,GP_2Y_Before,GP_1Y_Before,Avg_GP_Before,W_Avg_GP_Before,MPG_2Y_Before,MPG_1Y_Before,Avg_MPG_Before,W_Avg_MPG_Before,W_Avg_Min_Before,USG_2Y_Before,USG_1Y_Before,Avg_USG_Before,W_Avg_USG_Before,EPM_2Y_Before,EPM_1Y_Before,Avg_EPM_Before,W_Avg_EPM_Before,Z-Score_W_Avg_EPM,Age_Adj_EPM_Before,Change_EPM_Before,EPM_1Y_After,EPM_2Y_After,EPM_3Y_After,EPM_4Y_After,EPM_5Y_After,EW_2Y_Before,EW_1Y_Before,Avg_EW_Before,W_Avg_EW_Before,Z-Score_W_Avg_EW,Age_Adj_EW_Before,Change_EW_Before,EW_1Y_After,EW_2Y_After,EW_3Y_After,EW_4Y_After,EW_5Y_After
Grant Williams,PF,2,,1,,BOS,24,25,28,26.5,1,2.5,2023,2026,4,0,"$53,341,500.00","$13,335,375.00",sign-and-trade,0,2023-07-12,2023-2026.0,"$150,342,000.00","$182,672,250.00","$190,482,000.00","$202,030,250.00",8.87%,7.30%,7.00%,6.60%,77,79,78,78.5,24.3506,25.8734,25.112,25.4927,2001.17695,12.453%,12.797%,12.625%,12.711%,-1.26929,-1.45524,-1.362265,-1.4087525,-0.2688606018,0.1311393982,-0.18595,-2.49049,,,,,2.16185,2.07145,2.11665,2.09405,-0.1625633315,0.2374366685,-0.0904,0.525781,,,,
Rui Hachimura,PF,2,,1,,LAL,25,26,28,27,1,2,2023,2025,3,0,"$51,000,000.00","$17,000,000.00",Free Agent,0,2023-07-06,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",11.83%,9.73%,9.33%,8.80%,42,63,52.5,57.75,22.4524,23.2698,22.8611,23.06545,1332.029738,20.743%,19.522%,20.133%,19.827%,-2.21309,-1.8926,-2.052845,-1.9727225,-0.5059050424,-0.2059050424,0.32049,-0.580455,,,,,0.47696,1.03775,0.757355,0.8975525,-0.5299128045,-0.2299128045,0.56079,2.11605,,,,
Brandon Clarke,PF,2,,1,,MEM,26,27,30,28.5,1,0.5,2023,2026,4,0,"$50,000,000.00","$12,500,000.00",Rookie Extension,0,2022-10-16,2023-2026.0,"$150,342,000.00","$182,672,250.00","$190,482,000.00","$202,030,250.00",8.31%,6.84%,6.56%,6.19%,64,56,60,58,19.4688,19.4643,19.46655,19.465425,1128.99465,17.099%,17.325%,17.212%,17.269%,2.63139,-0.13487,1.24826,0.556695,0.5572443384,0.7572443384,-2.76626,,,,,,4.77069,2.05444,3.412565,2.7335025,0.03376180831,0.2337618083,-2.71625,,,,,
Brook Lopez,C,3,,,1,MIL,35,36,37,36.5,0,7.5,2023,2024,2,0,"$48,000,000.00","$24,000,000.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",17.35%,14.28%,13.70%,12.91%,13,78,45.5,61.75,22.9231,30.4103,26.6667,28.5385,1762.252375,21.580%,18.953%,20.266%,19.610%,-0.14671,3.59043,1.72186,2.656145,1.439672394,0.7396723945,3.73714,1.26909,,,,,0.57382,10.5154,5.54461,8.030005,1.659897594,0.9598975941,9.94158,5.41571,,,,
Donte DiVincenzo,SG,1,1,,,NYK,26,27,30,28.5,1,0.5,2023,2026,4,0,"$46,870,000.00","$11,717,500.00",Free Agent,0,2023-07-08,2023-2026.0,"$150,342,000.00","$182,672,250.00","$190,482,000.00","$202,030,250.00",7.79%,6.41%,6.15%,5.80%,42,72,57,64.5,23.9286,26.3056,25.1171,25.71135,1658.382075,18.739%,14.752%,16.746%,15.749%,-2.81423,0.529936,-1.142147,-0.3061055,0.1945972794,0.3945972794,3.344166,1.45262,,,,,0.0924972,4.46707,2.2797836,3.3734268,0.2302318004,0.4302318004,4.3745728,4.79454,,,,
P.J. Washington,PF,2,,1,,CHA,25,26,28,27,1,2,2023,2025,3,0,"$46,500,000.00","$15,500,000.00",Free Agent,0,2023-08-29,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",10.78%,8.87%,8.51%,8.02%,65,73,69,71,27.2,32.589,29.8945,31.24175,2218.16425,15.421%,20.073%,17.747%,18.910%,0.417737,-0.733667,-0.157965,-0.445816,0.1358750117,0.4358750117,-1.151404,-1.50564,,,,,4.0846,3.57416,3.82938,3.70177,0.3310399521,0.6310399521,-0.51044,1.57585,,,,
Clint Capela,C,3,,,1,ATL,27,29,30,29.5,1,0.5,2023,2024,2,0,"$45,881,280.00","$22,940,640.00",Veteran Extension,0,2021-09-01,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",16.59%,13.65%,13.09%,12.34%,74,65,69.5,67.25,27.5811,26.6154,27.09825,26.856825,1806.121481,15.048%,15.207%,15.128%,15.167%,2.60299,1.37987,1.99143,1.68565,1.031759838,1.031759838,-1.22312,0.310412,,,,,7.77664,5.07676,6.4267,5.75173,0.9604200601,0.9604200601,-2.69988,3.01332,,,,
Malcolm Brogdon,PG,1,1,,,IND,28,31,32,31.5,1,2.5,2023,2024,2,0,"$45,000,000.00","$22,500,000.00",Veteran Extension,0,2021-10-18,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",16.27%,13.39%,12.84%,12.11%,36,67,51.5,59.25,33.5,26.0149,29.75745,27.886175,1652.255869,24.200%,22.247%,23.223%,22.735%,1.52761,0.142196,0.834903,0.4885495,0.5286018363,0.3286018363,-1.385414,1.66352,,,,,3.70499,3.65433,3.67966,3.666995,0.3203633081,0.1203633081,-0.05066,3.43802,,,,
Bruce Brown,SG,1,1,,,IND,26,27,28,27.5,1,1.5,2023,2024,2,0,"$45,000,000.00","$22,500,000.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",16.27%,13.39%,12.84%,12.11%,72,80,76,78,24.6389,28.4875,26.5632,27.52535,2146.9773,14.826%,17.501%,16.163%,16.832%,0.158626,-0.96069,-0.401032,-0.680861,0.03708232673,0.2370823267,-1.119316,-1.76144,,,,,3.78302,3.07326,3.42814,3.2507,0.1925521351,0.3925521351,-0.70976,1.15577,,,,
Naz Reid,C,3,,,1,MIN,23,24,26,25,0,4,2023,2025,3,0,"$41,959,296.00","$13,986,432.00",Veteran Extension,0,2023-06-28,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",9.73%,8.01%,7.68%,7.24%,77,68,72.5,70.25,15.7792,18.3824,17.0808,17.7316,1245.6449,20.997%,24.269%,22.633%,23.451%,-0.746655,-0.183306,-0.4649805,-0.32414325,0.187015762,0.687015762,0.563349,0.246753,,,,,1.83685,2.34555,2.0912,2.218375,-0.1243929857,0.3756070143,0.5087,3.20427,,,,
Myles Turner,C,3,,,1,IND,26,27,28,27.5,1,1.5,2023,2024,2,0,"$40,903,500.00","$20,451,750.00",Veteran Extension,0,2023-01-30,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",14.79%,12.17%,11.67%,11.00%,42,62,52,57,29.381,29.4355,29.40825,29.421875,1677.046875,17.464%,22.610%,20.037%,21.324%,2.52067,2.08215,2.30141,2.19178,1.244493322,1.444493322,-0.43852,1.97368,,,,,4.63364,6.22467,5.429155,5.8269125,0.9835026422,1.183502642,1.59103,5.43217,,,,
Daniel Gafford,C,3,,,1,WAS,23,25,27,26,1,3,2023,2025,3,0,"$40,182,480.00","$13,394,160.00",Veteran Extension,0,2021-10-19,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",9.32%,7.67%,7.35%,6.93%,72,78,75,76.5,20.0417,20.5769,20.3093,20.4431,1563.89715,16.228%,14.669%,15.448%,15.059%,0.480918,0.405401,0.4431595,0.42428025,0.501588576,0.901588576,-0.075517,0.948225,,,,,3.39849,3.65158,3.525035,3.5883075,0.2962046185,0.6962046185,0.25309,3.59497,,,,
Bojan Bogdanovic,SF,2,,1,,DET,33,34,35,34.5,0,5.5,2023,2024,2,0,"$39,032,850.00","$19,516,425.00",Veteran Extension,0,2022-10-31,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",14.11%,11.61%,11.14%,10.50%,69,59,64,61.5,30.8841,32.0678,31.47595,31.771875,1953.970313,23.352%,25.226%,24.289%,24.758%,0.495607,1.26811,0.8818585,1.07498425,0.775088524,0.275088524,0.772503,-2.3968,,,,,5.03751,5.41111,5.22431,5.31771,0.8271669457,0.3271669457,0.3736,0.420406,,,,
Coby White,PG,1,1,,,CHI,23,24,26,25,0,4,2023,2025,3,0,"$36,000,000.00","$12,000,000.00",Free Agent,0,2023-07-07,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",8.35%,6.87%,6.59%,6.21%,61,74,67.5,70.75,27.4426,23.3649,25.40375,24.384325,1725.190994,19.564%,17.089%,18.326%,17.708%,-1.70931,-0.78834,-1.248825,-1.0185825,-0.1048667203,0.3951332797,0.92097,0.342474,,,,,1.42552,2.53437,1.979945,2.2571575,-0.1124859563,0.3875140437,1.10885,5.25118,,,,
D'Angelo Russell,PG,1,1,,,LAL,27,28,29,28.5,1,0.5,2023,2024,2,0,"$36,000,000.00","$18,000,000.00",Free Agent,0,2023-07-07,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",13.01%,10.71%,10.27%,9.68%,65,71,68,69.5,31.9385,32.4507,32.1946,32.32265,2246.424175,24.780%,22.528%,23.654%,23.091%,1.25101,1.74949,1.50025,1.62487,1.006213158,1.106213158,0.49848,1.30935,,,,,5.98447,7.60789,6.79618,7.202035,1.405693684,1.505693684,1.62342,5.5915,,,,
Matisse Thybulle,SG,1,1,,,POR,26,27,29,28,1,1,2023,2025,3,0,"$33,075,000.00","$11,025,000.00",Free Agent,0,2023-07-10,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",7.67%,6.31%,6.05%,5.71%,66,71,68.5,69.75,25.5303,16.9014,21.21585,19.058625,1329.339094,9.493%,10.292%,9.893%,10.092%,0.449946,-0.887519,-0.2187865,-0.55315275,0.09075988171,0.2907598817,-1.337465,-2.101,,,,,3.93059,1.63702,2.783805,2.2104125,-0.1268376379,0.07316236213,-2.29357,0.790671,,,,
Maxi Kleber,PF,2,,1,,DAL,30,31,33,32,1,3,2023,2025,3,0,"$33,000,000.00","$11,000,000.00",Veteran Extension,0,2022-09-08,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",7.65%,6.30%,6.04%,5.69%,59,37,48,42.5,24.5593,25.1081,24.8337,24.9709,1061.26325,13.290%,10.119%,11.705%,10.912%,-0.321428,-4.8319,-2.576664,-3.704282,-1.233703601,-1.433703601,-4.510472,-4.47063,,,,,2.61434,-1.18583,0.714255,-0.2357875,-0.8778716191,-1.077871619,-3.80017,-0.604705,,,,
Gabe Vincent,PG,1,1,,,LAL,27,28,30,29,1,0,2023,2025,3,0,"$33,000,000.00","$11,000,000.00",Free Agent,0,2023-07-06,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",7.65%,6.30%,6.04%,5.69%,68,68,68,68,23.3529,25.8529,24.6029,25.2279,1715.4972,17.566%,17.097%,17.332%,17.214%,-0.400666,-1.09978,-0.750223,-0.9250015,-0.06553332348,0.03446667652,-0.699114,-4.50745,,,,,2.77867,2.20533,2.492,2.348665,-0.08439126166,0.01560873834,-0.57334,-0.136129,,,,
Caris LeVert,SG,1,1,,,CLE,28,29,30,29.5,1,0.5,2023,2024,2,0,"$32,000,000.00","$16,000,000.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",11.57%,9.52%,9.13%,8.61%,58,74,66,70,30.6897,30.2568,30.47325,30.365025,2125.55175,25.211%,18.216%,21.713%,19.965%,-1.14462,-0.280515,-0.7125675,-0.49654125,0.1145544831,0.1145544831,0.864105,0.492976,,,,,2.2318,4.05238,3.14209,3.597235,0.2989455456,0.2989455456,1.82058,3.27036,,,,
Jock Landale,C,3,,,1,HOU,27,28,31,29.5,1,0.5,2023,2026,4,0,"$32,000,000.00","$8,000,000.00",Free Agent,0,2023-07-06,2023-2026.0,"$150,342,000.00","$182,672,250.00","$190,482,000.00","$202,030,250.00",5.32%,4.38%,4.20%,3.96%,54,69,61.5,65.25,10.8889,14.1739,12.5314,13.35265,871.2604125,17.201%,18.253%,17.727%,17.990%,-0.587896,1.19151,0.301807,0.7466585,0.6370886414,0.7370886414,1.779406,-2.19078,,,,,0.953979,2.7464,1.8501895,2.29829475,-0.09985596994,0.0001440300598,1.792421,0.16914,,,,
Kentavious Caldwell-Pope,SG,1,1,,,DEN,29,30,31,30.5,1,1.5,2023,2024,2,0,"$30,145,123.00","$15,072,562.00",Veteran Extension,0,2022-07-16,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",10.90%,8.97%,8.60%,8.11%,77,76,76.5,76.25,30.2338,31.3289,30.78135,31.055125,2367.953281,18.587%,13.622%,16.104%,14.863%,0.0921026,0.405637,0.2488698,0.3272534,0.4608068404,0.3608068404,0.3135344,0.699323,,,,,4.85969,5.41525,5.13747,5.27636,0.8144716407,0.7144716407,0.55556,4.54853,,,,
Pat Connaughton,SG,1,1,,,MIL,29,30,32,31,1,2,2023,2025,3,0,"$28,271,607.00","$9,423,869.00",Veteran Extension,0,2022-07-18,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",6.56%,5.40%,5.17%,4.88%,65,61,63,62,26,23.6557,24.82785,24.241775,1502.99005,13.772%,13.552%,13.662%,13.607%,-2.02451,-1.30761,-1.66606,-1.486835,-0.3016797634,-0.4016797634,0.7169,-4.73762,,,,,1.07342,1.60653,1.339975,1.4732525,-0.3531610005,-0.4531610005,0.53311,-1.51381,,,,
Nassir Little,SF,2,,1,,POR,22,23,26,24.5,0,4.5,2023,2026,4,0,"$28,000,000.00","$7,000,000.00",Rookie Extension,0,2022-10-17,2023-2026.0,"$150,342,000.00","$182,672,250.00","$190,482,000.00","$202,030,250.00",4.66%,3.83%,3.67%,3.46%,42,54,48,51,25.9048,18.0741,21.98945,20.031775,1021.620525,15.521%,15.822%,15.671%,15.747%,-0.767659,-4.32032,-2.5439895,-3.43215475,-1.11932473,-0.5193247302,-3.552661,-3.50575,,,,,1.62935,-0.906469,0.3614405,-0.27251425,-0.8891474908,-0.2891474908,-2.535819,-0.159843,,,,
Kenrich Williams,PF,2,,1,,OKC,27,28,31,29.5,1,0.5,2023,2026,4,0,"$27,170,000.00","$6,792,500.00",Veteran Extension,0,2022-07-20,2023-2026.0,"$150,342,000.00","$182,672,250.00","$190,482,000.00","$202,030,250.00",4.52%,3.72%,3.57%,3.36%,49,53,51,52,21.8776,22.7547,22.31615,22.535425,1171.8421,15.406%,13.512%,14.459%,13.985%,0.3184,1.58802,0.95321,1.270615,0.8573148511,0.9573148511,1.26962,-1.64436,,,,,2.40425,3.70994,3.057095,3.3835175,0.233329854,0.333329854,1.30569,0.629914,,,,
Georges Niang,PF,2,,1,,CLE,30,31,33,32,1,3,2023,2025,3,0,"$25,500,000.00","$8,500,000.00",Free Agent,0,2023-07-06,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",5.91%,4.87%,4.67%,4.40%,76,78,77,77.5,22.8421,19.3718,21.10695,20.239375,1568.551563,16.112%,16.334%,16.223%,16.278%,-1.19828,-2.17674,-1.68751,-1.932125,-0.4888413481,-0.6888413481,-0.97846,-3.01512,,,,,2.08648,0.792294,1.439387,1.1158405,-0.4628938749,-0.6628938749,-1.294186,-0.0589688,,,,
Dennis Schroder,PG,1,1,,,TOR,29,30,31,30.5,1,1.5,2023,2024,2,0,"$25,430,250.00","$12,715,125.00",Free Agent,0,2023-07-12,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",9.19%,7.57%,7.26%,6.84%,64,66,65,65.5,28.7031,30.0758,29.38945,29.732625,1947.486938,22.375%,18.523%,20.449%,19.486%,-1.78247,0.540964,-0.620753,-0.0398945,0.3064894679,0.2064894679,2.323434,-0.901147,,,,,1.48959,4.69849,3.09404,3.896265,0.3907539388,0.2907539388,3.2089,2.7379,,,,
Steven Adams,C,3,,,1,MEM,29,30,31,30.5,1,1.5,2023,2024,2,0,"$25,200,000.00","$12,600,000.00",Veteran Extension,0,2022-10-01,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",9.11%,7.50%,7.19%,6.78%,76,42,59,50.5,26.2895,26.9762,26.63285,26.804525,1353.628513,11.897%,14.094%,12.995%,13.545%,1.18474,3.52697,2.355855,2.9414125,1.559574295,1.459574295,2.34223,,,,,,5.66868,4.91397,5.291325,5.1026475,0.7611383112,0.6611383112,-0.75471,,,,,
Vasilije Micic,PG,1,1,,,OKC,29,30,32,31,1,2,2023,2025,3,0,"$23,555,150.00","$7,851,717.00",Free Agent,0,2023-07-17,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",5.46%,4.50%,4.31%,4.06%,,,,,,,,,,,,,,,,,,,,,-2.88252,,,,,,,,,,,,0.0315897,,,,
Paul Reed,C,3,,,1,PHI,24,25,27,26,1,3,2023,2025,3,0,"$23,555,150.00","$7,851,717.00",Free Agent,0,2023-07-09,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",5.46%,4.50%,4.31%,4.06%,38,69,53.5,61.25,7.94737,10.942,9.444685,10.1933425,624.3422281,15.238%,15.337%,15.288%,15.313%,-0.459323,-0.68615,-0.5727365,-0.62944325,0.05869392271,0.4586939227,-0.226827,-0.645102,,,,,0.51692,1.15863,0.837775,0.9982025,-0.4990111733,-0.09901117331,0.64171,1.79418,,,,
Terance Mann,SG,1,1,,,LAC,24,25,26,25.5,0,3.5,2023,2024,2,0,"$22,000,000.00","$11,000,000.00",Veteran Extension,0,2021-10-12,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",7.95%,6.55%,6.28%,5.92%,81,81,81,81,28.5926,23.0988,25.8457,24.47225,1982.25225,15.807%,15.003%,15.405%,15.204%,0.331179,-0.787486,-0.2281535,-0.50781975,0.1098139726,0.5098139726,-1.118665,-2.23155,,,,,5.21471,2.74343,3.97907,3.36125,0.226493271,0.626493271,-2.47128,0.664261,,,,
Joe Ingles,SF,2,,1,,ORL,35,36,37,36.5,0,7.5,2023,2024,2,0,"$22,000,000.00","$11,000,000.00",Free Agent,0,2023-07-07,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",7.95%,6.55%,6.28%,5.92%,45,46,45.5,45.75,24.9333,22.6739,23.8036,23.23875,1063.172813,12.956%,12.226%,12.591%,12.408%,-1.54807,-1.84552,-1.696795,-1.7711575,-0.4211844675,-1.121184467,-0.29745,-2.54414,,,,,1.05284,0.781089,0.9169645,0.84902675,-0.5448112131,-1.244811213,-0.271751,0.23618,,,,
Larry Nance Jr.,PF,2,,1,,NOP,29,30,31,30.5,1,1.5,2023,2024,2,0,"$21,580,000.00","$10,790,000.00",Veteran Extension,0,2022-10-03,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",7.80%,6.42%,6.16%,5.81%,46,65,55.5,60.25,22.6087,21.2462,21.92745,21.586825,1300.606206,12.917%,11.812%,12.364%,12.088%,-1.00007,0.604428,-0.197821,0.2033035,0.4087089723,0.3087089723,1.604498,-1.23521,,,,,1.40814,3.32714,2.36764,2.84739,0.06872762571,-0.03127237429,1.919,0.951713,,,,
Ayo Dosunmu,PG,1,1,,,CHI,23,24,26,25,0,4,2023,2025,3,0,"$21,000,000.00","$7,000,000.00",Free Agent,0,2023-07-21,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",4.87%,4.01%,3.84%,3.62%,77,80,78.5,79.25,27.3896,26.2125,26.80105,26.506775,2100.661919,13.932%,14.625%,14.278%,14.451%,-3.33434,-2.30922,-2.82178,-2.5655,-0.7550576762,-0.2550576762,1.02512,-1.14787,,,,,-0.556203,0.910926,0.1773615,0.54414375,-0.6384165984,-0.1384165984,1.467129,2.07081,,,,
Sasha Vezenkov,SF,2,,1,,SAC,27,28,30,29,1,0,2023,2025,3,0,"$19,975,609.00","$6,658,536.00",Free Agent,0,2023-07-13,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",4.63%,3.81%,3.66%,3.45%,,,,,,,,,,,,,,,,,,,,,-2.04404,,,,,,,,,,,,0.260649,,,,
Al Horford,C,3,,,1,BOS,36,37,38,37.5,0,8.5,2023,2024,2,0,"$19,500,000.00","$9,750,000.00",Veteran Extension,0,2022-12-01,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",7.05%,5.80%,5.56%,5.25%,69,63,66,64.5,29.0435,30.5079,29.7757,30.1418,1944.1461,14.841%,11.906%,13.374%,12.640%,2.97678,1.09564,2.03621,1.565925,0.9814377543,0.1814377543,-1.88114,-0.488024,,,,,8.1509,5.26988,6.71039,5.990135,1.033615325,0.2336153247,-2.88102,2.31362,,,,
Jevon Carter,PG,1,1,,,CHI,27,28,30,29,1,0,2023,2025,3,0,"$19,500,000.00","$6,500,000.00",Free Agent,0,2023-07-10,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",4.52%,3.72%,3.57%,3.36%,66,81,73.5,77.25,13.7121,22.3457,18.0289,20.1873,1559.468925,13.624%,15.238%,14.431%,14.835%,-4.38812,-0.532583,-2.4603515,-1.49646725,-0.3057283321,-0.2057283321,3.855537,-2.80803,,,,,-0.882117,2.96643,1.0421565,2.00429325,-0.1901205096,-0.09012050965,3.848547,0.0795518,,,,
Tre Jones,PG,1,1,,,SAS,23,24,25,24.5,0,4.5,2023,2024,2,0,"$19,000,000.00","$9,500,000.00",Free Agent,0,2023-07-18,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",6.87%,5.65%,5.42%,5.11%,69,68,68.5,68.25,16.6377,29.1471,22.8924,26.01975,1775.847938,15.167%,19.145%,17.156%,18.150%,-1.89234,-0.166561,-1.0294505,-0.59800575,0.07190754152,0.5719075415,1.725779,0.89704,,,,,0.833004,3.74038,2.286692,3.013536,0.1197378832,0.6197378832,2.907376,4.03497,,,,
Dean Wade,PF,2,,1,,CLE,25,26,28,27,1,2,2023,2025,3,0,"$18,500,000.00","$6,166,667.00",Veteran Extension,0,2022-09-27,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",4.29%,3.53%,3.39%,3.19%,51,44,47.5,45.75,19.2157,20.25,19.73285,19.991425,914.6076938,10.697%,9.995%,10.346%,10.171%,-0.125647,-1.36518,-0.7454135,-1.05529675,-0.1202982306,0.1797017694,-1.239533,0.540469,,,,,1.89898,0.957623,1.4283015,1.19296225,-0.4392159029,-0.1392159029,-0.941357,2.57143,,,,
Trey Lyles,PF,2,,1,,SAC,27,28,29,28.5,1,0.5,2023,2024,2,0,"$16,000,000.00","$8,000,000.00",Free Agent,0,2023-07-07,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",5.78%,4.76%,4.57%,4.30%,75,74,74.5,74.25,20.48,16.8514,18.6657,17.75855,1318.572338,20.659%,17.414%,19.037%,18.225%,-2.04048,-1.4822,-1.76134,-1.62177,-0.358394822,-0.258394822,0.55828,-2.14365,,,,,0.93513,1.2407,1.087915,1.1643075,-0.4480135037,-0.3480135037,0.30557,0.495873,,,,
Moritz Wagner,C,3,,,1,ORL,26,26,27,26.5,1,2.5,2023,2024,2,0,"$16,000,000.00","$8,000,000.00",Free Agent,0,2023-07-11,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",5.78%,4.76%,4.57%,4.30%,63,57,60,58.5,15.2222,19.5263,17.37425,18.450275,1079.341088,22.467%,20.193%,21.330%,20.762%,0.209078,-0.141094,0.033992,-0.053551,0.3007494509,0.6007494509,-0.350172,1.55442,,,,,2.07936,2.11953,2.099445,2.1094875,-0.1578236997,0.1421763003,0.04017,3.46373,,,,
Jeff Green,PF,2,,1,,HOU,36,37,38,37.5,0,8.5,2023,2024,2,0,"$16,000,000.00","$8,000,000.00",Free Agent,0,2023-07-06,2023-2024.0,"$138,304,500.00","$168,054,000.00","$175,239,000.00","$185,862,500.00",5.78%,4.76%,4.57%,4.30%,75,56,65.5,60.75,24.64,19.5,22.07,20.785,1262.68875,16.223%,16.693%,16.458%,16.576%,-1.49992,-3.574,-2.53696,-3.05548,-0.96100309,-1.76100309,-2.07408,-3.09571,,,,,1.83921,-0.462042,0.688584,0.113271,-0.770703442,-1.570703442,-2.301252,-0.0935597,,,,
Nick Richards,C,3,,,1,CHA,25,26,28,27,1,2,2023,2025,3,0,"$15,000,000.00","$5,000,000.00",Veteran Extension,0,2023-03-22,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",3.48%,2.86%,2.75%,2.59%,50,65,57.5,61.25,7.34,18.7231,13.03155,15.877325,972.4861563,15.000%,15.063%,15.031%,15.047%,-3.08409,-2.01867,-2.55138,-2.285025,-0.63717013,-0.33717013,1.06542,-2.0565,,,,,-0.0337718,0.768169,0.3671986,0.5676838,-0.6311893163,-0.3311893163,0.8019408,0.856124,,,,
Julian Champagnie,SF,2,,1,,SAS,22,23,26,24.5,0,4.5,2023,2026,4,0,"$12,000,000.00","$3,000,000.00",Free Agent,0,2023-07-06,2023-2026.0,"$150,342,000.00","$182,672,250.00","$190,482,000.00","$202,030,250.00",2.00%,1.64%,1.57%,1.48%,,17,17,17,,18.7059,18.7059,18.7059,318.0003,,18.125%,18.125%,18.125%,,-1.95126,-1.95126,-1.95126,-0.496884055,0.103115945,,-1.46303,,,,,,0.204966,0.204966,0.204966,-0.7425511809,-0.1425511809,,0.958176,,,,
Dwight Powell,C,3,,,1,DAL,31,32,34,33,1,4,2023,2025,3,0,"$12,000,000.00","$4,000,000.00",Free Agent,0,2023-07-09,2023-2025.0,"$143,752,000.00","$174,667,666.67","$182,141,000.00","$193,183,000.00",2.78%,2.29%,2.20%,2.07%,82,76,79,77.5,21.9268,19.1842,20.5555,19.86985,1539.913375,13.816%,12.435%,13.126%,12.781%,1.11197,1.39643,1.2542,1.325315,0.8803060224,0.5803060224,0.28446,-0.0826888,,,,,5.01058,4.29708,4.65383,4.475455,0.568577245,0.268577245,-0.7135,1.44871,,,,
